link,title,date,date_appended
https://communityimpact.com/san-antonio/business/roundup-3-updates-from-san-antonio-businesses-in-march/,Roundup: 3 updates from San Antonio businesses in March,"April 8, 2026",2026-07-07
https://communityimpact.com/san-antonio/business/curator-coffee-celebrates-5-years-serving-north-san-antonio/,Curator Coffee celebrates 5 years serving North San Antonio,"April 8, 2026",2026-07-07
https://communityimpact.com/san-antonio/business/new-family-owned-pizza-shop-opens-in-north-san-antonio/,New family-owned pizza shop opens in North San Antonio,"April 7, 2026",2026-07-07
https://communityimpact.com/bryan-college-station/business/college-station-juice-bar-reopens/,College Station juice bar reopens,5d ago,2026-07-07
https://communityimpact.com/bryan-college-station/business/6-bryan-college-station-businesses-now-open-coming-soon/,"6 Bryan-College Station businesses now open, coming soon",5d ago,2026-07-07
https://communityimpact.com/bryan-college-station/business/brazos-valley-ac-services-and-repair-celebrates-new-location-with-ribbon-cutting/,Brazos Valley AC Services and Repair celebrates new location with ribbon-cutting,"June 25, 2026",2026-07-07
https://communityimpact.com/bryan-college-station/business/dds-discounts-in-bryan-announces-opening-date/,dd's DISCOUNTS in Bryan announces opening date,"June 23, 2026",2026-07-07
https://communityimpact.com/bryan-college-station/business/havertys-furniture-in-college-station-closing-soon/,Havertys Furniture in College Station closing soon,"June 22, 2026",2026-07-07
https://communityimpact.com/bryan-college-station/business/lucky-goat-coffee-co-to-open-new-location-in-bryan/,Lucky Goat Coffee Co. to open new location in Bryan,"June 19, 2026",2026-07-07
https://communityimpact.com/san-marcos-buda-kyle/business/luxury-italian-apparel-brand-to-open-first-texas-outlet-location-in-san-marcos/,Luxury Italian apparel brand to open first Texas outlet location in San Marcos,15h ago,2026-07-08
https://communityimpact.com/lake-travis-westlake/business/crunch-fitness-to-open-in-lakeway-this-month/,Crunch Fitness to open in Lakeway this month,16h ago,2026-07-08
https://communityimpact.com/northwest-austin/business/ikea-to-close-its-domain-location-in-august/,IKEA to close its Domain location in August,17h ago,2026-07-08
https://communityimpact.com/bastrop-cedar-creek/business/need-school-shoes-bastrop-church-offers-150-free-pairs/,Need school shoes? Bastrop church offers 150 free pairs,18h ago,2026-07-08
https://communityimpact.com/denton/business/club-car-wash-to-offer-car-wash-car-vacuums-in-denton/,"Club Car Wash to offer car wash, car vacuums in Denton",8h ago,2026-07-08
https://communityimpact.com/mckinney/business/lone-star-shine-car-wash-offers-detail-vacuum-services-in-mckinney/,"Lone Star Shine Car Wash offers detail, vacuum services in McKinney",18h ago,2026-07-08
https://communityimpact.com/grapevine-colleyville-southlake/business/spray-tans-gift-store-read-the-latest-on-6-grapevine-colleyville-southlake-businesses/,"Spray tans, gift store: Read the latest on 6 Grapevine, Colleyville, Southlake businesses",18h ago,2026-07-08
https://communityimpact.com/grapevine-colleyville-southlake/business/squishable-closes-grapevine-mills-store/,Squishable closes Grapevine Mills store,19h ago,2026-07-08
https://communityimpact.com/denton/business/flowergarden118-under-new-ownership-after-15-years/,Flowergarden118 under new ownership after 15 years,1d ago,2026-07-08
https://communityimpact.com/plano/business/zap-brings-personal-touch-to-laser-tattoo-removal/,ZAP brings ‘personal touch’ to laser tattoo removal,1d ago,2026-07-08
https://communityimpact.com/katy-fulshear/business/peachwave-to-offer-frozen-treat-options-in-katy/,Peachwave to offer frozen treat options in Katy,15h ago,2026-07-08
https://communityimpact.com/new-caney-porter/business/construction-on-valley-ranchs-yard-99-restaurant-concept-to-begin-in-2-3-years/,Construction on Valley Ranch's Yard 99 restaurant concept to begin in 2-3 years,15h ago,2026-07-08
https://communityimpact.com/sugar-land-missouri-city/business/clover-playground-cafe-offering-indoor-play-in-sugar-land/,Clover Playground & Cafe offering indoor play in Sugar Land,15h ago,2026-07-08
https://communityimpact.com/pearland-friendswood-manvel/business/speech-therapy-center-now-serving-children-in-manvel/,Speech therapy center now serving children in Manvel,16h ago,2026-07-08
https://communityimpact.com/bay-area/business/handcrafted-herbalist-tea-shop-coming-soon-to-league-city/,"Handcrafted herbalist, tea shop coming soon to League City",16h ago,2026-07-08
https://communityimpact.com/lake-houston-humble-kingwood/business/jungle-head-spa-officials-celebrate-april-opening-of-kingwood-location/,Jungle Head Spa officials celebrate April opening of Kingwood location,17h ago,2026-07-08
